Profession,Income,Credit_card_number,Expiry,Security_code,Fraud,Transaction_amount
LAWYER,49779,375737360688364,11/26,5,1,43042.74
LAWYER,27379,30117100156302,02/28,224,0,4251.76
LAWYER,30620,4854980938754845,01/29,6838,0,7949.45
ENGINEER,80092,372367413736441,01/30,980,0,39402.52
DOCTOR,57744,340787220244074,09/28,31,1,46942.45
LAWYER,79092,4059644544319830,02/26,756,0,27275.94
DOCTOR,16607,3598935467535232,05/30,9228,1,15220.09
DOCTOR,7499,560983023055,02/30,213,0,962.95
ENGINEER,41054,4422617767431430595,04/29,713,0,12117.11
DOCTOR,3359,501843398535,06/33,409,0,1279.33
ENGINEER,38623,2702076689794391,12/27,250,0,11791.14
DOCTOR,52443,6594793345736796,04/32,6118,1,59578.03
DOCTOR,6484,180020567028725,01/32,158,1,5475.53
DOCTOR,35631,30545328810955,09/33,736,1,26478.27
ENGINEER,6326,38330397002327,08/34,892,0,3002.49
LAWYER,73403,4846241822606927638,10/31,300,1,65262.47
DOCTOR,63700,3540574374658347,03/31,715,1,62948.52
DOCTOR,82395,4316712795054015,08/30,587,0,34342.34
LAWYER,70011,4509652499415,03/34,241,0,16083.31
DOCTOR,98593,4139955691325899,06/30,4719,0,38102.82
ENGINEER,23246,3504494257871665,03/31,8075,0,3583.78
DOCTOR,77050,6011895530117032,12/30,244,1,65157.09
ENGINEER,78231,4423590511715618163,08/29,326,0,12351.44
DOCTOR,73896,4354388077310988,12/24,167,1,81700.55
LAWYER,1199,3506253432901385,01/34,999,1,972.78
ENGINEER,57858,4293711766857474038,09/29,869,1,61254.37
ENGINEER,27361,3503649503852352,11/31,617,0,13059.93
LAWYER,52441,579897624725,08/34,338,0,16314.86
ENGINEER,13082,213114220755468,01/32,68,0,4134.06
ENGINEER,58517,4171993537997,03/30,380,1,54451.05
LAWYER,19272,30524928582421,09/25,4324,0,4439.42
DOCTOR,54279,4287397770221840,06/29,29,0,15755.13
ENGINEER,10990,3542755794509206,08/30,994,0,3748.94
DOCTOR,81136,4670431463211,02/31,846,1,96794.91
DOCTOR,3058,676153494122,06/25,613,1,3574.44
ENGINEER,7157,3552631296264979,03/31,858,1,8095.11
DOCTOR,53662,3541268103941442,08/34,531,1,61419.66
ENGINEER,29162,5358429156904987,11/33,62,0,8373.57
DOCTOR,41597,3546633407210999,05/25,919,0,15098.78
LAWYER,83762,349744849792281,09/28,180,1,96119.69
DOCTOR,17921,676170468422,09/31,797,0,4608.93
ENGINEER,72922,4182482575153889,04/28,650,0,35345.66
LAWYER,47048,4743607794124117306,03/30,841,0,12529.56
LAWYER,79950,341764786743632,08/26,830,1,79993.28
ENGINEER,33308,2251761975089599,09/31,294,0,12787.67
LAWYER,51583,180086033714917,01/27,650,0,24772.06
LAWYER,21154,180092618599616,02/33,633,1,17395.11
LAWYER,55982,30459878696683,07/33,537,0,22306.16
LAWYER,21716,6571370899224417,02/32,558,1,20856.22
ENGINEER,23271,3547376855281190,12/29,757,0,4826.94
DOCTOR,36475,213192949846735,09/26,657,1,39695.87
LAWYER,32402,4270154178795571,06/27,680,1,31627.95
LAWYER,41811,4558515484040764489,12/27,655,1,43085.69
LAWYER,54549,501872577934,12/27,712,1,46991.27
ENGINEER,93978,3588907759293715,01/33,365,0,27489.47
ENGINEER,25027,3519782398501826,02/30,734,0,8682.91
ENGINEER,47279,4187119167949622,01/32,802,1,42667.19
DOCTOR,21940,6521970121382569,11/25,1335,0,3934.92
ENGINEER,14250,4404403114651553044,02/25,9450,1,16826.69
DOCTOR,38594,4618546885844,04/32,356,1,36885.59
ENGINEER,18132,676201532428,04/28,242,1,19346.12
ENGINEER,85155,6011521947078803,12/26,770,1,77109.86
DOCTOR,62428,4316115552738400,06/30,393,1,54784.68
DOCTOR,86388,344747871154721,08/33,126,0,22708.44
ENGINEER,56542,30270877060320,06/26,1165,1,51147.8
LAWYER,63137,379818230472886,10/34,605,0,20056.86
DOCTOR,2774,60412661971,02/28,361,0,880.43
DOCTOR,29953,30502467171913,02/27,18,0,8951.8
DOCTOR,58686,3526534580913454,06/34,319,0,9032.62
DOCTOR,54805,4824995006248991971,12/30,433,0,16355.47
LAWYER,73344,676317877535,12/28,921,0,12295.5
ENGINEER,85490,213113953866658,06/33,487,0,12862.34
ENGINEER,22324,4312047453304848,05/32,505,1,26036.99
ENGINEER,38624,30042925386076,09/30,547,1,38719.59
LAWYER,30846,4983271271692857,04/29,680,1,31763.52
DOCTOR,19249,3570421853696328,08/26,41,1,17341.36
ENGINEER,25813,180082280071739,08/28,636,1,29800.86
ENGINEER,44965,345971349551263,08/32,211,0,15970.32
LAWYER,94337,2708575113407862,12/26,398,1,102316.49
DOCTOR,34440,4697702786509,12/27,82,0,8521.32
ENGINEER,52390,213112303551804,03/29,840,0,25357.01
ENGINEER,2782,3577808602472139,01/34,399,0,1191.21
ENGINEER,11022,6564301544429787,02/27,268,0,4867.09
DOCTOR,21212,4241695917894,09/32,169,1,16674.69
DOCTOR,13409,4129076866422080,02/30,269,1,11202.97
LAWYER,32271,5481582676853504,11/31,146,0,6914.08
LAWYER,86957,6011190436438710,05/25,542,1,72648.63
DOCTOR,97079,4402062679908307,12/30,785,1,109476.38
ENGINEER,40584,501800047919,02/32,81,0,4576.01
ENGINEER,13119,4034947500592100895,05/26,398,0,1711.24
ENGINEER,75059,4376354582292586,08/33,7574,1,62821.19
DOCTOR,39585,639045705253,05/33,3,1,31665.49
LAWYER,71159,2245901211489570,12/31,449,0,13715.46
DOCTOR,23039,213104425862672,08/27,731,0,9657.43
ENGINEER,11265,3554618714987354,12/26,957,0,3663.95
LAWYER,32013,4428537975213809,02/28,39,0,3275.19
ENGINEER,84535,4594383614528111894,06/28,444,0,22970.62
ENGINEER,317,3527955894158388,05/29,548,0,83.42
LAWYER,63493,6011253371510578,03/29,798,1,48062.46
DOCTOR,19942,4351026831578929,04/29,82,0,7387.65
ENGINEER,87999,4282019890876650,01/34,929,0,33513.44
ENGINEER,28004,2287567646244184,01/29,327,1,29696.75
ENGINEER,58479,576174813591,10/33,93,0,22888.0
ENGINEER,96547,3533390028504616,04/31,580,1,67585.45
ENGINEER,34481,3520140949360126,10/33,507,0,16604.96
LAWYER,53252,4752689021578090348,04/34,225,0,22668.5
LAWYER,19853,676151437784,04/33,156,0,9164.0
DOCTOR,53741,3555912394661697,10/27,91,1,38039.04
DOCTOR,56430,502094459604,05/27,878,1,65849.83
DOCTOR,4332,4207479085692181480,11/31,7382,1,4786.4
ENGINEER,83534,213118399514135,07/25,460,1,93441.93
LAWYER,38205,4978145884710165081,03/34,671,1,28525.52
LAWYER,96138,2249518302769110,02/30,188,0,38023.66
DOCTOR,71615,3573627492359972,01/28,686,0,34659.27
LAWYER,36450,5164427761231576,12/33,906,1,37881.53
LAWYER,34657,6549245047518564,10/33,948,1,34146.87
LAWYER,3031,4933957031267896,08/30,15,1,3554.8
DOCTOR,25697,675939599444,06/27,113,1,23678.98
LAWYER,86361,4007631438004415,12/26,464,0,29338.34
ENGINEER,71252,4565031731003608,06/29,628,0,20701.22
DOCTOR,57564,30308024739014,11/30,803,1,67143.98
ENGINEER,87748,3501916579671152,05/25,297,0,11445.31
ENGINEER,51268,342410897628523,03/29,217,1,48733.3
LAWYER,36011,371600694750058,03/27,599,1,37576.62
DOCTOR,93721,30350726597316,09/25,365,0,39059.41
ENGINEER,73518,6011565328074618,11/26,4904,1,72893.78
LAWYER,64384,3516216768656749,04/32,100,0,29846.3
LAWYER,18141,2475530220814097,06/33,315,0,8649.57
DOCTOR,83446,2582534270719388,02/31,179,0,10491.47
ENGINEER,5646,4948095843339596,04/33,980,1,5088.09
LAWYER,25151,6011178296565821,12/29,6,1,17900.71
ENGINEER,78796,3543429915849383,05/29,65,1,68135.56
ENGINEER,69455,2549083210055984,06/33,372,0,21860.77
LAWYER,68463,4588029735430525376,07/28,623,0,31788.6
DOCTOR,23738,6011882275426190,02/30,183,0,10412.0
DOCTOR,55739,3523721157853071,11/27,776,0,8416.58
ENGINEER,17952,30360698762863,12/26,16,0,2463.23
ENGINEER,19329,4041419123479102,07/32,447,0,6488.88
DOCTOR,36579,3506954117202375,01/25,956,0,11443.64
LAWYER,3291,4817666622669265315,06/28,350,0,679.76
LAWYER,65887,630478060910,03/30,4554,1,75752.03
LAWYER,26636,4090693508744534,01/31,255,1,30995.87
LAWYER,95204,6011221118537360,08/30,308,1,85807.91
DOCTOR,89914,3538293377400748,08/28,224,1,102965.13
DOCTOR,8546,4990611413616,05/31,6,1,7622.81
LAWYER,44660,30093681753694,05/28,165,1,47715.12
DOCTOR,29390,3548259206841194,04/31,759,0,8534.18
ENGINEER,75925,6011467046833591,11/27,985,1,57801.06
LAWYER,96212,213109219917335,08/29,121,0,45332.56
DOCTOR,38486,378912126498799,04/28,350,0,10839.14
ENGINEER,1460,371342852630513,03/25,513,1,1558.18
DOCTOR,25574,4362021437102163,11/25,451,0,6313.44
LAWYER,90480,3574764213472054,11/32,765,1,64190.17
LAWYER,54497,3572037439495882,04/32,136,0,7641.14
DOCTOR,7740,502051140395,06/31,694,1,7338.37
ENGINEER,50725,6553821160579220,07/32,4223,0,19071.88
ENGINEER,80668,4692637959981506825,07/34,171,1,69968.81
DOCTOR,57643,4072957519740614091,03/25,418,0,21800.32
ENGINEER,2513,30581405348544,06/25,177,0,953.57
ENGINEER,10357,345695885217134,01/31,753,0,3951.97
DOCTOR,76658,4866498979281863,07/27,723,1,72538.47
DOCTOR,56617,4718435378658433782,04/26,72,0,26380.94
LAWYER,63698,30017740365844,11/26,662,0,18834.14
DOCTOR,67961,4773039012774627002,11/26,236,1,62872.94
DOCTOR,35398,4147471087633979,05/33,829,1,28307.44
ENGINEER,52281,2299192252724530,05/29,671,1,44638.96
LAWYER,68620,371856717871707,01/26,412,0,8024.0
DOCTOR,19124,4091647426770236,05/33,986,0,6758.69
ENGINEER,78298,6011808058460924,08/26,195,0,15613.74
DOCTOR,97611,4478046047951,03/34,741,1,83172.15
LAWYER,11783,3502273112899224,10/31,1975,0,4811.3
ENGINEER,13293,213123082383202,07/27,589,1,11479.98
DOCTOR,58383,4193083238641,02/26,346,0,11494.35
ENGINEER,47390,180046596057708,07/25,143,0,7943.66
ENGINEER,32633,2315181126337363,10/29,461,0,13377.68
DOCTOR,93689,676292142053,11/31,725,1,71658.32
ENGINEER,19544,213184295105915,12/25,893,1,18114.88
LAWYER,56734,6011030781642310,03/33,884,0,17177.47
LAWYER,72346,347597952797642,02/27,539,0,27126.56
LAWYER,10544,38929012355810,11/30,432,0,3725.34
ENGINEER,98148,376691283177501,11/27,264,1,108488.91
ENGINEER,88784,3500101643225100,06/29,609,1,64135.41
DOCTOR,88966,4334270940876,06/26,835,0,19445.86
DOCTOR,14726,4477871564775,09/33,964,0,3122.7
DOCTOR,23232,213176062726998,10/32,647,1,17958.53
ENGINEER,67385,3505145369578544,07/31,677,1,56912.64
DOCTOR,12396,30002717754816,06/26,366,1,10597.13
ENGINEER,41189,676121453473,12/24,162,0,12717.26
ENGINEER,69807,38522743613308,02/30,9603,1,72030.51
LAWYER,93605,3556557322060865,04/30,725,0,23629.67
ENGINEER,76422,213168378130718,04/32,266,1,80987.08
ENGINEER,30838,3599375590166077,06/27,4697,1,26769.93
LAWYER,68794,213123491127109,12/24,12,1,58140.69
LAWYER,7391,4305233297083,01/26,511,0,2339.07
DOCTOR,41021,213144437601569,09/31,372,0,4491.25
LAWYER,71450,2290011528418835,11/25,820,0,9425.37
DOCTOR,50412,4653994022320838596,09/30,743,0,13469.47
LAWYER,81992,4014338332318021,05/33,378,0,39123.72
DOCTOR,22167,341613730111497,08/34,162,0,8614.2
ENGINEER,85669,675979753489,07/27,945,1,63743.16
ENGINEER,29373,60471602858,07/31,509,0,12880.86
ENGINEER,12816,3534857427488228,09/27,231,1,13663.78
DOCTOR,35042,4725550665309,08/31,340,1,35233.79
LAWYER,59273,213178940241208,11/26,858,0,25375.79
DOCTOR,48590,4195653457885971,10/25,721,1,43830.85
LAWYER,60629,4070581166068942338,07/33,927,0,11434.65
LAWYER,90957,6011892476650811,08/34,743,1,86955.96
DOCTOR,50362,5459948737439989,07/34,697,1,49073.78
ENGINEER,63569,4396691275380,07/28,0,0,20045.25
DOCTOR,48519,4037239585249516569,03/30,548,0,15818.63
LAWYER,96096,4759377210454432,05/29,417,0,46076.3
LAWYER,30638,4047753565669,01/33,81,0,14121.0
LAWYER,92029,180044729913186,03/29,876,1,104715.98
LAWYER,10990,213103002701055,10/31,134,0,4622.03
ENGINEER,90004,6510319116817663,04/31,604,1,105458.95
DOCTOR,27836,372727455727527,06/28,250,0,3880.28
LAWYER,81542,676200649694,09/29,377,0,16801.67
DOCTOR,7235,30287946694509,12/24,525,0,2156.19
ENGINEER,53368,4988320524301,08/33,453,1,59946.53
LAWYER,59897,4121066485376,09/34,909,1,57056.86
LAWYER,37840,2264320983004770,06/32,340,0,15106.25
DOCTOR,33925,6011440186854057,10/26,483,1,26104.61
ENGINEER,77505,2248769546963909,02/25,179,1,64035.17
LAWYER,99823,2648273805397319,06/32,875,0,39201.53
ENGINEER,90768,6550736122895758,05/34,585,0,15057.83
LAWYER,26559,4629609442439106,12/33,619,1,23257.13
ENGINEER,93261,4318265538516137,09/27,991,0,19206.78
DOCTOR,39472,4519163639467614,12/24,763,1,34535.27
LAWYER,62210,3567219761689806,12/32,1288,1,65579.42
LAWYER,81226,676189616243,09/29,863,0,20074.1
DOCTOR,72754,180091341445436,10/34,9884,1,71126.61
ENGINEER,95772,3586653391994342,11/26,522,0,13405.47
LAWYER,76694,371822222084459,02/33,80,1,84555.81
ENGINEER,63663,345382205668623,03/28,710,0,15785.59
DOCTOR,26584,3574038670158476,10/33,149,0,9554.65
ENGINEER,8202,4169411250292,08/27,834,0,3200.06
ENGINEER,5628,588947327361,02/31,679,0,1034.79
ENGINEER,8848,374480925796957,05/28,294,1,10107.4
LAWYER,73364,676234586490,11/26,858,1,73959.14
DOCTOR,65917,348460689861968,01/28,125,1,60272.04
LAWYER,52542,2597763958489997,02/34,352,0,9086.3
ENGINEER,79894,4543436004637506974,01/31,539,0,38103.08
ENGINEER,22050,4357976848905084226,02/30,308,0,8864.7
DOCTOR,33816,180014417174722,04/29,739,1,27188.48
DOCTOR,65035,340662369943804,03/26,901,0,15288.71
DOCTOR,29145,30206676754341,05/29,896,0,12353.68
DOCTOR,29380,4590747916750902232,10/33,951,0,11113.6
ENGINEER,83040,4593691975209074,02/33,546,0,33740.29
DOCTOR,56207,3526400225486266,12/29,7051,0,15540.14
DOCTOR,31611,213142812415431,12/32,318,1,33451.97
DOCTOR,21088,4224143765336699234,01/30,863,1,18836.79
LAWYER,13635,30177892614124,08/34,79,0,2515.73
LAWYER,77241,2222129340628366,12/31,473,1,78503.0
ENGINEER,29280,4133079023037,02/28,595,1,34784.84
ENGINEER,66794,180005466984631,11/31,946,1,57128.94
ENGINEER,19849,5529866773484162,03/33,461,1,18469.19
ENGINEER,18946,4338381706441309,06/30,282,1,19647.01
ENGINEER,81329,4311987786113021,05/31,891,0,25748.97
ENGINEER,9050,213103086909756,08/32,433,0,3958.21
DOCTOR,39825,213186316628932,06/29,749,1,43045.7
LAWYER,83864,4858404956900488703,08/33,648,1,61149.32
DOCTOR,75538,3517843205389755,12/24,629,0,37721.3
ENGINEER,84446,4955549146021104575,07/28,866,1,90880.89
DOCTOR,20931,4293229216218416034,02/31,916,0,9326.04
DOCTOR,4038,4794282885973,04/30,635,0,1455.61
DOCTOR,32607,4749350230800739,07/32,506,0,14429.06
DOCTOR,98477,3559294481718029,10/32,575,0,14274.56
DOCTOR,79643,3532520944907847,03/28,874,0,19042.25
LAWYER,14625,4627740763970,04/32,224,1,16646.33
LAWYER,25723,2232911018415178,12/32,383,0,4647.17
LAWYER,17491,342292379964737,04/28,871,1,12927.97
ENGINEER,52836,38072555637110,11/29,871,0,21940.02
DOCTOR,32725,630403195245,07/31,810,0,14209.01
DOCTOR,16987,2422134549796186,05/32,113,0,2803.89
DOCTOR,7002,3592814064797014,01/25,858,1,7892.47
DOCTOR,25673,501851731106,11/26,506,1,26786.79
DOCTOR,97161,4862251222547450325,10/27,495,0,29928.8
DOCTOR,451,349627064120405,12/26,254,1,502.92
ENGINEER,28810,374537027085116,07/34,907,0,7712.43
ENGINEER,83904,4583615931687015424,02/27,966,1,66871.23
LAWYER,52012,4704460967551570,05/33,178,1,43816.28
LAWYER,76853,4153286695062,11/31,421,1,73208.79
DOCTOR,8605,2269534475191342,09/34,4049,1,8309.55
ENGINEER,18096,4488454557274588,01/32,705,0,7640.72
ENGINEER,64738,3506945697069531,04/27,327,1,70931.9
LAWYER,66743,36689841259557,02/29,546,1,66121.17
LAWYER,7895,501872819724,08/25,236,1,8608.65
ENGINEER,90875,60402960771,11/31,538,0,16058.47
DOCTOR,90524,180011434670013,11/29,957,0,10865.22
ENGINEER,20297,2229173050410899,12/29,978,1,23073.97
DOCTOR,86791,180054670637973,01/30,638,0,11302.08
LAWYER,80132,2380135961617404,10/34,33,0,15920.25
LAWYER,42533,3585271596029086,09/29,952,0,16082.9
DOCTOR,51472,4373802276227,06/26,846,0,13577.24
DOCTOR,86893,6556581515038622,09/31,980,1,98897.87
DOCTOR,69760,3592468969757381,07/27,280,0,15290.83
DOCTOR,96532,30462482329576,03/34,755,1,68145.38
LAWYER,37314,4430273376509884457,08/31,4515,1,31729.13
ENGINEER,54582,376091738483333,02/28,19,1,53983.65
LAWYER,10167,4999697420356145463,12/26,738,1,9027.98
ENGINEER,46000,6584073036213427,08/31,215,0,14441.66
DOCTOR,66511,3583820551348857,12/32,329,1,75709.41
ENGINEER,75524,346717389535545,06/29,289,0,35118.21
ENGINEER,90862,180069819508968,10/34,48,0,18752.97
ENGINEER,19448,378703005037653,01/27,923,1,18107.45
DOCTOR,38917,4069426420691351,02/31,485,0,12440.12
LAWYER,36354,3560875235538411,02/32,515,1,42699.82
DOCTOR,59935,4026038671716,05/27,2299,1,71880.56
ENGINEER,88175,342557462591021,08/28,668,0,17120.31
DOCTOR,566,630459518084,03/27,370,0,221.19
LAWYER,22177,213188016392249,05/28,286,1,19715.7
LAWYER,85237,503898046589,04/25,921,0,8800.15
LAWYER,93688,36753273831695,04/33,510,0,9715.54
ENGINEER,81901,4026171435380739,07/26,749,1,76191.11
DOCTOR,76669,6529371920512302,08/31,205,0,22642.96
DOCTOR,58172,4512812223339384,12/31,863,0,6342.37
ENGINEER,55046,4460738659928725,05/32,239,0,20629.64
LAWYER,66146,4140851218842,02/32,863,0,14393.46
ENGINEER,94715,4089041744145852250,02/27,8749,1,92815.64
ENGINEER,18657,340090443070354,04/31,78,1,15867.02
DOCTOR,88670,6011061723299455,05/34,242,0,14794.92
ENGINEER,70619,4009762813498579391,08/34,580,1,63810.4
DOCTOR,36805,4830629971377787,04/25,454,1,30037.91
LAWYER,97391,213136477748631,12/33,261,0,30573.02
DOCTOR,41519,4151116559837417,03/26,506,0,7453.96
LAWYER,69783,4989651838902358,06/32,89,0,21169.54
ENGINEER,2901,3586784148394955,02/31,73,1,2258.98
ENGINEER,8407,4789697422834,04/33,931,0,3097.05
LAWYER,44005,2226350740510352,06/31,962,1,47392.01
DOCTOR,68828,4980298462916707,12/28,522,1,51978.71
LAWYER,68336,4541845510600,07/25,6527,0,19620.7
LAWYER,38124,213134143094274,06/33,54,1,28037.76
LAWYER,78496,3579056585396333,09/31,262,1,78424.66
ENGINEER,99270,4401121164957338654,02/26,687,1,82612.71
DOCTOR,25587,503827527311,03/34,970,0,7958.83
LAWYER,56346,180087900871947,11/33,989,1,54020.63
DOCTOR,98542,30306223971610,10/31,647,1,114523.26
ENGINEER,19508,371210849055773,06/25,991,1,19011.36
DOCTOR,17485,6590110401442371,09/33,462,0,5825.99
ENGINEER,11997,3559819321718340,12/33,518,1,10807.22
LAWYER,4056,6011989329754913,09/26,259,1,4763.93
LAWYER,39773,3563275489595513,07/29,228,1,43296.61
LAWYER,67475,3534989631030064,05/33,921,1,56861.36
LAWYER,82072,3508597484281312,06/32,854,1,92093.38
DOCTOR,58431,3546116298850164,03/28,335,0,15949.24
LAWYER,20567,379461169772289,05/30,593,1,22918.5
DOCTOR,35717,30250576123454,02/31,313,0,15328.14
DOCTOR,96518,4164486669930,02/32,482,0,16943.55
LAWYER,85644,4752642114403375988,12/27,163,1,89975.07
LAWYER,86283,4881914591507,05/31,927,0,18659.32
DOCTOR,3955,341788008297051,06/27,715,0,866.13
ENGINEER,2868,2280941535074837,01/29,513,0,626.77
DOCTOR,50097,30098006997223,01/31,945,0,19549.22
DOCTOR,37174,639061256249,01/25,623,1,30293.58
DOCTOR,68046,349257483272023,12/32,402,0,6829.26
DOCTOR,98954,213154482871538,06/31,468,0,38205.62
DOCTOR,55090,6533583304614710,02/33,112,1,43278.28
LAWYER,91642,30119657611887,09/31,351,0,12994.19
DOCTOR,58036,4459330364560962115,01/29,1,0,11317.39
DOCTOR,7025,4820288983295072026,01/32,259,1,6251.9
LAWYER,38318,6011671652957814,07/33,307,0,11126.11
ENGINEER,94828,6524057816584993,09/33,96,1,68492.84
LAWYER,2326,3551069604750622,11/24,6732,0,1135.62
LAWYER,30209,4775625130576878,07/28,87,1,31962.07
LAWYER,7137,3592766384397430,01/34,930,0,1636.35
DOCTOR,96081,213110458313392,06/28,362,0,21856.4
LAWYER,9168,676330689420,01/31,490,0,2561.7
ENGINEER,54580,4008790854507795659,12/30,167,1,55296.22
LAWYER,24515,30508821836661,01/31,4331,1,18954.67
LAWYER,77496,377955798914974,10/27,329,1,61567.85
LAWYER,17953,4370261230276802,03/33,9853,1,20281.81
DOCTOR,96865,3553200730249498,09/31,108,0,19615.35
DOCTOR,61323,3540325910670092,02/26,326,0,15458.18
ENGINEER,35466,3513631233994686,01/31,304,0,15906.81
LAWYER,52220,4113994013526304249,09/30,528,0,19073.83
DOCTOR,49454,3520541811068210,04/32,219,1,43067.31
ENGINEER,6622,346456112597155,04/34,594,0,2473.18
LAWYER,98455,3545522066234435,05/27,672,0,10620.66
LAWYER,72360,4322567093149806,10/33,469,0,28528.44
LAWYER,81725,4026179516377086,09/32,612,1,77108.19
LAWYER,61921,4260640471635643948,10/25,178,0,26333.32
DOCTOR,64351,501893382629,05/26,376,1,75761.64
LAWYER,70525,564574591439,08/31,686,0,33168.99
DOCTOR,23933,4992906669653792,08/33,655,0,11097.88
LAWYER,23244,2720814419378723,07/29,632,0,7086.35
LAWYER,53062,4531732955845849769,12/28,498,1,46698.33
DOCTOR,8379,4857036594339277,08/34,968,1,7813.57
DOCTOR,36943,2682802455323519,05/33,229,0,13889.03
LAWYER,83739,3586401562984357,06/29,630,1,95629.84
LAWYER,79246,2246219087583411,10/28,410,1,63673.62
DOCTOR,30005,639052627242,01/29,195,1,34778.69
DOCTOR,75810,3517359520375825,09/28,653,0,32300.53
ENGINEER,2784,2286868923683149,07/30,379,0,1368.45
LAWYER,30664,3528062883252311,06/27,285,0,13863.22
ENGINEER,65109,4579676459216,01/30,543,0,13801.48
DOCTOR,44657,501841828129,10/29,166,0,6358.37
ENGINEER,61098,3599571444794474,06/28,102,0,8852.88
LAWYER,35346,4500905710867050010,05/27,458,0,7652.03
LAWYER,29691,562779234532,07/31,2941,1,29901.56
ENGINEER,91060,3586529639524515,10/29,666,0,38402.56
LAWYER,3387,3552711541602817,05/32,970,0,1557.0
DOCTOR,27569,213101773177620,01/33,869,1,27896.43
LAWYER,3474,6011758723808033,05/30,440,0,355.23
ENGINEER,98110,4436831222849378,12/28,668,0,17122.82
ENGINEER,88253,586094448089,10/32,7,0,12345.75
LAWYER,75570,344529692335683,08/25,892,1,66627.22
DOCTOR,34263,4739786195084698,06/32,958,1,32572.99
DOCTOR,45078,2711318355958903,11/28,979,1,32532.73
LAWYER,68194,6505639471124539,08/31,77,1,59617.85
ENGINEER,90520,375249956540165,06/30,3959,1,71473.67
LAWYER,65422,4296545373821718,03/27,481,0,23475.25
DOCTOR,39144,6511265690618903,03/33,906,1,36487.54
DOCTOR,95481,341891319213088,03/34,986,1,90483.41
ENGINEER,30416,3531846890191313,12/30,289,0,8245.07
DOCTOR,69815,213150459244105,04/33,478,0,33679.31
ENGINEER,7967,4566202561399700,05/25,359,1,6432.3
ENGINEER,64926,3550721088091862,01/29,431,1,62220.67
LAWYER,37986,4286344862990214,12/31,557,0,14981.94
DOCTOR,26502,4320680107473096,12/27,380,1,25930.15
LAWYER,58053,4472060182675756175,04/28,103,0,27378.28
LAWYER,27820,4531699895496,08/28,321,0,6988.03
DOCTOR,85930,3520653300016392,04/31,545,1,80072.83
LAWYER,70677,375326796310353,08/28,645,1,52602.15
ENGINEER,19035,371723986619086,12/33,530,1,19120.65
LAWYER,59072,3570891609500521,04/25,512,0,12717.3
DOCTOR,38092,180037160888289,01/27,44,1,29717.65
ENGINEER,2675,501838649520,07/30,248,0,850.15
LAWYER,11307,213100819447716,04/32,8443,1,10924.32
DOCTOR,16055,6522145897274022,10/25,22,0,2092.75
LAWYER,50933,4074858056388146181,08/25,881,0,19318.18
LAWYER,71701,3596932888676978,06/25,887,0,25060.14
DOCTOR,30812,2714215575743577,09/29,533,0,5410.8
ENGINEER,14301,4407568687516788,02/30,787,1,13367.39
DOCTOR,16518,6530475459837910,10/26,951,1,17511.75
ENGINEER,84919,36636220862907,07/30,810,1,81922.88
LAWYER,64855,3579672092871392,08/26,785,1,58223.22
DOCTOR,59352,3587349253699306,10/32,937,1,51112.12
ENGINEER,53912,5564817902878598,12/24,968,0,18554.22
DOCTOR,54934,6507272357749670,08/29,950,0,26129.0
DOCTOR,85472,30456172603787,10/32,861,0,31513.35
DOCTOR,54121,38155258837309,05/25,447,0,7030.23
DOCTOR,10086,3550903073297908,10/31,751,1,9383.43
ENGINEER,49776,4225466579600103112,12/24,983,1,57014.03
ENGINEER,51812,213152023947155,07/25,129,0,7138.91
LAWYER,55712,4457925385187,03/26,911,0,27608.1
ENGINEER,84005,4939992821947,04/26,838,0,40291.13
ENGINEER,94384,2263453917667650,08/33,60,0,12393.54
DOCTOR,31326,2623090200042509,01/25,606,1,36548.25
ENGINEER,32242,676234262076,11/28,685,0,7907.45
LAWYER,57608,36063470948429,01/28,7967,1,64656.6
ENGINEER,10489,676362192269,10/27,972,0,2804.27
LAWYER,45988,4725369839226427270,09/27,594,1,42328.62
LAWYER,40199,503849751071,03/30,383,1,40887.27
DOCTOR,96120,213148010662468,04/31,286,1,104505.38
ENGINEER,8308,4338409868962653,05/30,856,0,943.09
LAWYER,32048,4574450916343407302,04/29,292,0,10808.59
DOCTOR,56390,6538253360818192,08/29,236,0,9850.95
LAWYER,80454,4422394081642,08/27,800,1,70234.31
LAWYER,43978,373983281392858,12/27,460,0,10518.99
LAWYER,6289,4976213786012,05/33,887,0,1808.87
DOCTOR,93670,2423533764914672,06/31,161,0,21886.42
ENGINEER,43972,4822425370519438,11/25,914,1,33140.84
ENGINEER,82441,3554485842448869,09/32,96,0,13046.41
DOCTOR,24907,578252155648,07/34,802,1,17851.32
DOCTOR,81044,6011509816795466,01/32,213,0,23348.75
ENGINEER,3385,30390448300847,08/32,878,0,1630.82
ENGINEER,88833,30506846979078,11/25,594,1,67320.99
ENGINEER,99502,4412080693388031,10/33,395,1,116729.0
LAWYER,79907,4299332143373,11/32,528,1,85235.26
DOCTOR,53409,6532040539829564,10/30,248,1,54410.39
LAWYER,99018,579865506532,01/26,658,1,101259.66
ENGINEER,77679,4806331281997052610,09/27,689,1,86484.99
LAWYER,30938,4454368690939297,09/34,50,1,23310.54
LAWYER,92233,3594396617286891,06/34,923,1,87840.6
DOCTOR,57291,3507695278705123,03/32,649,1,60072.22
DOCTOR,30052,3528734236384013,07/33,981,1,29853.96
